ProductID,Name,ProductNumber,Color,StandardCost,ListPrice,Size,Weight,ProductCategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,ThumbNailPhoto,ThumbnailPhotoFileName,rowguid,ModifiedDate
691,HL Headset - Multi,BB-Q656,Multi,52.4647,81.51,,,31,38,2022-02-24 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,83E52BFD-A82B-41ED-B182-DB2650AD0733,2022-02-24 00:00:00.000
692,"ML Mountain - Silver, 40",LL-I738,Silver,1116.4405,1762.33,40,17.48,7,53,2022-05-26 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,08C3F092-5481-48A2-A1A9-BCCF43705D73,2022-05-26 00:00:00.000
693,Front Brakes - Black,BK-E970,Black,188.6233,316.07,,4.24,18,109,2022-06-27 00:00:00.000,,2024-12-16 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,161E062A-3637-4345-A422-A68BDD2B3643,2022-06-27 00:00:00.000
694,Touring-Panniers - Red,CA-U601,Red,39.3418,85.16,,,31,68,2022-07-23 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,A0393242-005D-4E83-8A41-C117C619625C,2022-07-23 00:00:00.000
695,Front Brakes - Grey,LL-U585,Grey,310.8843,721.68,,17.61,11,56,2022-10-25 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1B936FE8-92D5-4754-A096-ACF98CCE76E0,2022-10-25 00:00:00.000
696,"Touring - Red, 50",BB-Q729,Red,1157.681,2250.21,50,2.93,6,13,2022-03-09 00:00:00.000,,2025-07-07 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,6367F924-DDE9-41BF-B93A-A1BD2854B226,2022-03-09 00:00:00.000
697,Touring-Panniers - Blue,LL-H770,Blue,27.7055,40.74,,,38,60,2022-02-25 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,ED373759-417A-4C98-B818-C6F2711926E8,2022-02-25 00:00:00.000
698,"Racing - White, 56",ML-I050,White,10.9472,20.53,56,,25,130,2023-01-01 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,4A240FAD-0636-4450-9DFD-C2114B8391E5,2023-01-01 00:00:00.000
699,HL Headset - Yellow,HL-Z777,Yellow,4.3676,6.34,,,39,17,2022-09-03 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,3863FDCE-2332-42F1-A0FA-D490F737DDBF,2022-09-03 00:00:00.000
700,HL Crankset,HL-W923,,35.5895,61.41,,5.6,21,45,2022-09-18 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,0924A6BE-C071-47C2-AD6C-3F806EED1E15,2022-09-18 00:00:00.000
701,HL Headset - White,FR-P441,White,46.3503,76.65,,,36,6,2022-04-28 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,91D9347F-7AE0-4735-B0DF-77032E416B6F,2022-04-28 00:00:00.000
702,HL Fork - White,ML-X692,White,196.8188,387.11,,12.0,21,87,2022-05-12 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,A36FCCB5-2679-4543-A24A-A201733A9890,2022-05-12 00:00:00.000
703,Touring-Panniers - Multi,CA-C334,Multi,14.8144,21.44,,,36,47,2022-01-29 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,3147C96E-E37E-4F2F-B300-1D432945A71F,2022-01-29 00:00:00.000
704,Patch Kit - Grey,HL-Q623,Grey,2.6207,5.6,,,33,31,2022-07-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,52BEBE1A-2E6B-4D72-8506-8916607BE8A4,2022-07-06 00:00:00.000
705,Patch Kit,CA-K868,,28.1468,59.7,,,41,30,2022-03-11 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1086792D-DCEB-4BB0-AF56-55176FC44024,2022-03-11 00:00:00.000
706,Patch Kit - Black,ML-M013,Black,27.325,44.8,,,31,67,2022-11-23 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,A1ABFA05-29C2-4270-A7FD-083109FAEA7F,2022-11-23 00:00:00.000
707,HL Crankset - White,FR-Q074,White,170.6947,408.38,,8.88,15,80,2022-03-18 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,E49EC8E8-1E4C-4970-AFEF-E935B3806F9A,2022-03-18 00:00:00.000
708,"Short-Sleeve Classic Jersey - Multi, 42",FR-K336,Multi,51.6255,92.11,42,,22,6,2022-12-22 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1ABE5E57-2443-4EEB-8652-80F2DBC3683B,2022-12-22 00:00:00.000
709,HL Headset - Silver,LL-W426,Silver,36.3735,59.1,,,30,121,2022-05-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,D1476CEB-3F7B-419A-9A80-5E704BF38DF3,2022-05-06 00:00:00.000
710,HL Crankset - Black,HL-M290,Black,67.97,120.53,,7.74,10,77,2022-03-10 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,9802ACFF-5152-4660-9B5F-5C0CCC73F8AF,2022-03-10 00:00:00.000
711,HL Headset - Grey,BB-P043,Grey,37.0838,78.03,,,33,84,2022-12-28 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,D9BC2930-F9B1-43AD-93E7-788144A3999C,2022-12-28 00:00:00.000
712,HL Crankset - Silver,BB-W553,Silver,270.9651,668.25,,4.02,12,79,2022-06-23 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,B72811C6-D07E-463B-9615-D4FAD947DE11,2022-06-23 00:00:00.000
713,ML Fork - Black,CA-D801,Black,451.3154,737.15,,3.64,8,83,2022-02-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,C8868AA7-371F-497C-BDFB-4135D67D7411,2022-02-06 00:00:00.000
714,"Sport-100 - Multi, 48",LL-W151,Multi,58.2213,109.58,48,,24,96,2022-07-17 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,F8A6EBDD-EA4A-4A3A-A6C3-47C7D95EF23F,2022-07-17 00:00:00.000
715,ML Fork - Silver,ML-Y092,Silver,291.5793,541.55,,2.38,9,77,2022-08-02 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,5B254FD8-60A8-4302-8B47-9149A7AE145B,2022-08-02 00:00:00.000
716,HL Crankset - Yellow,LL-B632,Yellow,246.6214,495.09,,15.67,17,28,2022-06-15 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,B89F49C9-F188-4305-A321-BF458083603A,2022-06-15 00:00:00.000
717,ML Fork,CA-U875,,24.5545,50.84,,5.7,11,19,2022-03-02 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,524F3C62-1FEB-4BA0-AF7A-34DEDA880EA0,2022-03-02 00:00:00.000
718,"Sport-100 - Grey, 42",BK-K602,Grey,13.2328,20.7,42,,26,71,2022-03-26 00:00:00.000,,2025-02-10 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,B83172C1-7A53-41C6-973A-6350EA1A12A7,2022-03-26 00:00:00.000
719,ML Fork - Red,FR-P421,Red,359.0743,520.71,,6.27,10,43,2022-12-07 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,8FD81365-4DE7-444B-ADC1-43D2C78489C5,2022-12-07 00:00:00.000
720,"ML Mountain - Multi, 52",HL-G688,Multi,623.0689,1356.48,52,6.35,5,78,2022-07-03 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,3EB3ECA7-355E-44D3-A5F6-BB6D2A08B285,2022-07-03 00:00:00.000
721,"Racing - Multi, M",SO-R843,Multi,53.4333,82.51,M,,25,58,2022-02-24 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,DA39B84A-6E5D-4377-9284-93939D3F97F0,2022-02-24 00:00:00.000
722,Rear Brakes,HL-C136,,72.3351,128.97,,19.77,12,75,2022-07-20 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,958E469E-891E-4A0A-ADAB-BD3D68BC61C2,2022-07-20 00:00:00.000
723,Bike Wash - Red,LL-Y371,Red,21.5632,39.69,,,33,37,2022-02-21 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,EEC634A8-E52A-4E30-9CF5-4A7CD62F416F,2022-02-21 00:00:00.000
724,ML Fork - White,SO-W181,White,98.1561,227.38,,9.93,20,24,2022-04-14 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,135BFA7E-4153-4D70-BC9E-46C17059D7BB,2022-04-14 00:00:00.000
725,ML Fork - Multi,BK-G797,Multi,162.0842,315.87,,15.46,12,17,2022-10-24 00:00:00.000,,2025-01-25 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,62B30C1F-5AAD-4F00-858D-6277D5FE16A3,2022-10-24 00:00:00.000
726,HL Headset - White,HL-P474,White,8.5145,20.39,,,41,104,2022-06-23 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,336A4D53-D822-4697-AF89-78D79974FD11,2022-06-23 00:00:00.000
727,Long-Sleeve Logo Jersey - Blue,SO-V973,Blue,58.1503,89.94,,,24,31,2022-05-02 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,786A4DAA-C2B1-4C3A-8A9F-F8D753FDF5C1,2022-05-02 00:00:00.000
728,"Sport-100 - Silver, 62",HL-N501,Silver,36.7174,66.23,62,,24,125,2022-08-28 00:00:00.000,,2025-08-10 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,CBBA0A7F-2928-44EF-81BC-C0BE04DB0515,2022-08-28 00:00:00.000
729,Front Brakes - Silver,BK-L654,Silver,65.3116,104.53,,5.1,12,25,2022-01-26 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,5F2DFE4F-313A-4079-A0F5-871F847269CA,2022-01-26 00:00:00.000
730,"Racing - White, 54",BB-A101,White,76.77,119.07,54,,25,20,2022-08-27 00:00:00.000,,2025-09-30 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,A4C0D7EB-99E7-4120-81CA-4D162FB90D2E,2022-08-27 00:00:00.000
731,"LL Road - Yellow, 60",HL-O702,Yellow,1354.2328,2377.22,60,4.12,6,113,2022-12-24 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,7641813F-405C-47D3-A625-B468542A0340,2022-12-24 00:00:00.000
732,Front Brakes - Black,BK-Q844,Black,79.5283,116.72,,18.81,13,79,2022-03-21 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1862C8BF-888D-4EE6-AEA6-F59702F9DCEF,2022-03-21 00:00:00.000
733,HL Headset - Grey,LL-P471,Grey,25.1093,45.08,,,36,46,2022-07-11 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,553FC5ED-768C-4E8F-A53F-6A2796A48AE4,2022-07-11 00:00:00.000
734,"Sport-100 - Blue, 56",ML-L653,Blue,83.7205,132.98,56,,26,71,2022-11-07 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,D3BB908A-1089-4A49-9E24-CFA118E2DC80,2022-11-07 00:00:00.000
735,"Long-Sleeve Logo Jersey - Grey, 54",BB-B567,Grey,78.0138,112.94,54,,25,12,2022-01-04 00:00:00.000,,2025-09-20 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,AEC9535E-6EAC-404D-B888-EE8BECCF8432,2022-01-04 00:00:00.000
736,HL Crankset - White,SO-K780,White,115.8513,222.42,,11.87,17,27,2022-02-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,E51BC5D7-3CBC-4E7C-A875-09441ED53013,2022-02-06 00:00:00.000
737,"Sport-100 - Black, 44",HL-X044,Black,38.8945,85.9,44,,26,126,2022-08-20 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,ED6EBF46-5001-49AF-9C02-D76F2FB277E8,2022-08-20 00:00:00.000
738,"Short-Sleeve Classic Jersey - Grey, S",CA-C963,Grey,21.0223,48.36,S,,24,36,2022-02-27 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,9C4A79BA-BA59-42FB-A335-3FC8C6331BAA,2022-02-27 00:00:00.000
739,"Sport-100 - Blue, 46",CA-L881,Blue,72.3464,131.21,46,,26,30,2022-03-27 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,776BB34A-792C-4429-94B2-0CB4B8C25CBB,2022-03-27 00:00:00.000
740,HL Crankset - White,BK-X992,White,370.0682,717.84,,3.18,19,120,2022-09-15 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,4CBAC758-DB60-4129-81D4-86BEA9281954,2022-09-15 00:00:00.000
741,"HL Road - Blue, XL",CA-C257,Blue,1975.472,3221.53,XL,5.26,5,123,2022-10-13 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,7D4FB062-6DDA-411C-B80A-6E5E6E970F64,2022-10-13 00:00:00.000
742,LL Fork - Multi,LL-W586,Multi,303.9931,642.68,,0.98,11,90,2022-10-18 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,0A94F08B-7917-49B3-A13B-EB6725A0274D,2022-10-18 00:00:00.000
743,Touring-Panniers - Red,SO-Q278,Red,37.5943,59.48,,,35,67,2022-08-16 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,DAF13B19-D737-4B30-A75D-70670DEF7445,2022-08-16 00:00:00.000
744,HL Headset - Multi,CA-Y061,Multi,18.2344,42.7,,,31,87,2022-05-26 00:00:00.000,,2025-01-26 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,A6354BA7-D03F-4CB7-B5F0-59FDFA8CC2D2,2022-05-26 00:00:00.000
745,HL Crankset,FR-B178,,265.3067,434.51,,16.4,11,83,2022-11-12 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,428616B6-24F4-4F2B-B5BF-A105E4048686,2022-11-12 00:00:00.000
746,"Long-Sleeve Logo Jersey - Multi, 48",FR-Y384,Multi,12.1739,27.11,48,,25,64,2022-04-05 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,7571D9D4-7EB3-43A9-B54F-30EA83C6D7C3,2022-04-05 00:00:00.000
747,Front Brakes,LL-H981,,111.4965,229.27,,15.91,13,30,2022-02-21 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,2C39BFD2-9331-4026-BA63-8D306F70AFBE,2022-02-21 00:00:00.000
748,Front Brakes - Grey,ML-C625,Grey,202.7499,433.95,,3.01,18,107,2022-07-11 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,A715D1DE-B3A0-454C-A689-F12BDB4C7D4D,2022-07-11 00:00:00.000
749,HL Headset - White,ML-N374,White,34.4634,83.27,,,34,90,2022-09-16 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,2F1689E4-D96C-46E9-8E0E-33B4BCBC7774,2022-09-16 00:00:00.000
750,"Touring - Black, 38",SO-Q912,Black,1585.1553,3311.57,38,17.99,5,95,2022-04-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,B451FB84-0B4D-4586-8326-118ED88D2837,2022-04-06 00:00:00.000
751,LL Fork - Black,FR-E511,Black,402.5061,706.93,,4.58,21,12,2022-12-04 00:00:00.000,,2025-01-24 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,157EFB45-AAEF-4E3D-A6D3-EE1C8390E020,2022-12-04 00:00:00.000
752,HL Headset,ML-M201,,20.2862,29.51,,,34,68,2022-08-14 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,2175655B-6262-45B7-857D-54A1E9B26C8A,2022-08-14 00:00:00.000
753,HL Fork,FR-Y218,,343.5511,754.63,,5.43,16,60,2022-07-21 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1227A139-9FFF-4FBC-ACBC-7B0B76D418F2,2022-07-21 00:00:00.000
754,Racing - Grey,FR-Z015,Grey,71.3658,130.26,,,28,122,2022-12-07 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,EACDE37E-31E1-469A-BE72-5A02538A5357,2022-12-07 00:00:00.000
755,Touring-Panniers - Grey,BK-B332,Grey,24.4247,35.82,,,33,81,2022-05-15 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,35A4CE32-DEDD-4BCC-9AB5-76AE1E85327F,2022-05-15 00:00:00.000
756,Bike Wash - Red,FR-L370,Red,53.3737,97.79,,,38,18,2022-01-21 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,7948751C-5B54-4541-B58A-DEF94C5607AD,2022-01-21 00:00:00.000
757,HL Fork - Multi,ML-D864,Multi,145.5502,224.32,,8.95,11,68,2022-04-22 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1C7634F2-3948-44C7-AC77-7E386AAC7832,2022-04-22 00:00:00.000
758,"HL Road - Grey, 38",BB-C817,Grey,1484.5108,3301.98,38,16.77,6,67,2022-01-23 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,88B5610D-EAF0-42B5-AC3B-0079B655953D,2022-01-23 00:00:00.000
759,Front Brakes - White,BK-Q438,White,105.9163,251.85,,12.13,11,74,2022-07-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,10EF3AA7-5B75-4A22-BA5B-FDC08BBDE95B,2022-07-06 00:00:00.000
760,"Racing - Multi, 42",BB-W759,Multi,36.4422,69.51,42,,27,68,2022-05-11 00:00:00.000,,2025-03-01 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,7F5E18ED-1AD9-4B8E-A166-B468EB6570A6,2022-05-11 00:00:00.000
761,"Racing - Blue, 56",SO-R538,Blue,74.088,119.64,56,,26,56,2022-03-18 00:00:00.000,,2025-02-27 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,EF9C3E8D-DAD8-44CC-B572-1A048BE66BC7,2022-03-18 00:00:00.000
762,Bike Wash - Red,BK-L813,Red,9.4608,18.51,,,41,129,2022-07-04 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,776D58D6-E09D-4B39-99AA-70CBB4546211,2022-07-04 00:00:00.000
763,Bike Wash - Grey,LL-V163,Grey,6.6924,10.96,,,40,58,2022-06-30 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,18B51CB6-B2B7-4E1B-8C7C-299B83642551,2022-06-30 00:00:00.000
764,Patch Kit,BB-R465,,30.8661,48.7,,,35,48,2022-02-24 00:00:00.000,,2025-01-22 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,DEDDD01C-F1B9-464D-807F-9C368EEB07CF,2022-02-24 00:00:00.000
765,ML Fork - Black,ML-X951,Black,62.2181,131.64,,8.65,11,37,2022-04-03 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,43B05333-236A-4D93-AD2E-362F349984E6,2022-04-03 00:00:00.000
766,HL Fork - White,ML-G588,White,235.9863,542.06,,8.06,20,5,2022-04-18 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,A117F97D-6750-4328-9046-58F1B8628BF3,2022-04-18 00:00:00.000
767,ML Fork - Red,HL-E792,Red,304.8087,649.81,,19.51,16,23,2022-01-13 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,7458AB72-CC7A-417A-80F6-2E32CB813C98,2022-01-13 00:00:00.000
768,Rear Brakes,BK-Q745,,175.9549,359.63,,6.78,10,106,2022-08-20 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,D792CD9E-96BB-4E45-9840-D9BDEDF4EDD0,2022-08-20 00:00:00.000
769,HL Fork - Red,BB-O953,Red,262.5614,457.56,,13.79,17,101,2022-11-29 00:00:00.000,,2025-02-01 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,E050D429-80A3-4581-AC80-AF2D58C35740,2022-11-29 00:00:00.000
770,Water Bottle - Red,BB-T135,Red,34.5069,79.75,,,31,72,2022-10-17 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,815D8C0D-9F64-4774-AE59-7EACA616416D,2022-10-17 00:00:00.000
771,"Long-Sleeve Logo Jersey - Grey, 62",FR-A101,Grey,16.4406,30.4,62,,28,111,2022-06-24 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,086BCF27-42C3-4E2E-BE9E-90E3B301B58B,2022-06-24 00:00:00.000
772,Patch Kit - Yellow,CA-W345,Yellow,38.6604,86.06,,,32,59,2022-12-15 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,22219798-AA4D-4782-B909-477D3D4E3E26,2022-12-15 00:00:00.000
773,Rear Brakes - Grey,FR-O025,Grey,201.9945,480.39,,13.17,12,29,2022-06-10 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,75739753-3F27-4C86-8FF0-8A79CF042829,2022-06-10 00:00:00.000
774,Bike Wash - Silver,BB-T962,Silver,19.9789,48.11,,,32,41,2022-07-06 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,288F913A-3E88-4E46-A983-5FC5A854FB0F,2022-07-06 00:00:00.000
775,"Racing - White, 56",LL-Y510,White,29.9923,50.43,56,,25,50,2022-05-25 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,41C5C3AA-A462-4EA2-9C11-3ECE94886C0B,2022-05-25 00:00:00.000
776,"Racing - Blue, 46",CA-L892,Blue,9.3194,23.21,46,,22,109,2022-10-02 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,CDA6C958-5A08-4643-8CC2-D23EEE423FBC,2022-10-02 00:00:00.000
777,"Racing - Red, XL",HL-B472,Red,31.6516,55.36,XL,,24,18,2022-03-22 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,C5C89307-F9E3-49B1-ABEC-B86A1259DE09,2022-03-22 00:00:00.000
778,ML Fork,SO-V838,,266.678,395.11,,10.47,12,82,2022-09-03 00:00:00.000,,2025-02-26 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,E9500B88-E41E-4D8A-811C-1E814B35AC62,2022-09-03 00:00:00.000
779,Patch Kit,FR-Y625,,38.4488,77.01,,,41,14,2022-05-28 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,8FEF2B8A-139A-49B9-813D-B22460DB4038,2022-05-28 00:00:00.000
780,Front Brakes - Red,BB-Z765,Red,497.6073,799.65,,11.88,18,99,2022-06-20 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,69E10078-DFB7-4A46-891F-88ACB005DC3E,2022-06-20 00:00:00.000
781,ML Fork - Blue,FR-L069,Blue,71.5525,156.18,,14.43,20,64,2022-10-20 00:00:00.000,,2025-03-27 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,8616FE53-ED2F-4E42-8C4F-71589DDE647C,2022-10-20 00:00:00.000
782,Touring-Panniers - White,SO-L287,White,18.762,34.24,,,33,16,2022-03-03 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,85A748F5-0F9A-4EFF-9072-D90FCD361116,2022-03-03 00:00:00.000
783,HL Fork - Silver,ML-P471,Silver,144.4593,325.35,,2.27,18,85,2022-01-13 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,ED4C5E5E-38E0-4444-8FAE-E03C15DC1D37,2022-01-13 00:00:00.000
784,ML Fork - Black,HL-P936,Black,238.1446,497.02,,11.67,15,33,2022-10-05 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,9BE2D207-71B9-446B-867F-A04BD559A570,2022-10-05 00:00:00.000
785,HL Fork - Grey,HL-M708,Grey,436.2889,648.62,,5.97,17,48,2022-04-10 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,1CA74B87-13EE-4FB7-A130-189D6DB52045,2022-04-10 00:00:00.000
786,HL Fork - Silver,FR-U732,Silver,251.8295,578.02,,18.09,8,44,2022-01-23 00:00:00.000,,2025-04-26 00:00:00.000,0x47494638396150003100F70000...,no_image_available_small.gif,1B0E8211-087C-4EB9-8F30-B1BE07D83A56,2022-01-23 00:00:00.000
787,ML Fork - White,BK-Z263,White,75.0461,177.2,,8.89,17,61,2022-06-03 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,C9857D96-1FBE-4EFE-9476-67E924F8E248,2022-06-03 00:00:00.000
788,Rear Brakes - Multi,LL-C445,Multi,275.4382,628.76,,8.71,11,49,2022-08-19 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,B134646B-44F2-4DD0-83BD-0074273A377D,2022-08-19 00:00:00.000
789,"Long-Sleeve Logo Jersey - Silver, M",CA-E528,Silver,53.1397,130.94,M,,28,27,2022-12-09 00:00:00.000,,,0x47494638396150003100F70000...,no_image_available_small.gif,551F866C-5F5F-47CD-B682-16762D32953C,2022-12-09 00:00:00.000
