SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ShipToAddressID,BillToAddressID,ShipMethod,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
121791,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO121791,PO129068274,10-4020-009703,9703,930,6962,OVERNIGHT J-FAST,,189.78,15.1824,32.6282,237.5906,,F0B7CC43-FE3B-4AC7-8358-6F920F1826E1,2025-11-29 00:00:00.000
121792,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO121792,PO490487136,10-4020-002210,2210,4862,1968,XRQ - TRUCK GROUND,,1643.164,131.4531,35.8644,1810.4815,,20FC0BB9-C755-4046-B1B6-3E5BCD086246,2025-11-23 00:00:00.000
121793,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,0,SO121793,PO796267997,10-4020-002593,2593,1331,6167,XRQ - TRUCK GROUND,,1466.5685,117.3255,21.9375,1605.8315,,1451F517-D876-4619-95C7-8671E78DB681,2025-11-28 00:00:00.000
121794,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,1,SO121794,PO142691684,10-4020-000054,54,8629,1201,CARGO TRANSPORT 5,,4790.559,383.2447,17.958,5191.7617,,2B9B133F-49C9-46DA-A4C3-33F03B49ED87,2025-11-22 00:00:00.000
121795,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO121795,PO156842570,10-4020-000660,660,10089,3336,OVERNIGHT J-FAST,,3028.828,242.3062,17.6867,3288.8209,,86878762-2974-4000-8142-722B1D677A76,2025-11-21 00:00:00.000
121796,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO121796,PO377442067,10-4020-001176,1176,11809,1381,OVERNIGHT J-FAST,,1457.841,116.6273,14.9635,1589.4318,,CC8A4600-3AE4-4952-AB96-2A597855777C,2025-11-20 00:00:00.000
121797,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO121797,PO763373948,10-4020-003858,3858,10046,539,XRQ - TRUCK GROUND,,540.674,43.2539,37.9501,621.878,,99FB6BDF-B90F-4ACB-9F4C-2073DBC2D208,2025-11-20 00:00:00.000
121798,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO121798,PO438146703,10-4020-002888,2888,5305,8359,CARGO TRANSPORT 5,,1676.529,134.1223,16.3161,1826.9674,,D2385BC2-E6A4-42AC-A9DD-7D872B5BE31E,2025-11-27 00:00:00.000
121799,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO121799,PO195278962,10-4020-005061,5061,2756,8808,CARGO TRANSPORT 5,,4164.687,333.175,23.2591,4521.1211,,3812B4FA-1FC4-40CD-A862-D2B6AACA138B,2025-11-29 00:00:00.000
121800,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO121800,PO416585417,10-4020-001840,1840,8219,6494,CARGO TRANSPORT 5,,2529.8,202.384,27.7718,2759.9558,,47CE714A-943A-477F-948A-D4060691B55A,2025-11-24 00:00:00.000
121801,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO121801,PO364941505,10-4020-006272,6272,7641,705,XRQ - TRUCK GROUND,,237.341,18.9873,24.5477,280.876,,C53274B0-0A57-4AB7-9339-072D1CFF067E,2025-11-29 00:00:00.000
121802,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO121802,PO481086785,10-4020-007707,7707,1705,2578,OVERNIGHT J-FAST,,4509.578,360.7662,28.2968,4898.641,,EB4A282F-2F7F-493B-B25A-78224FA51CE7,2025-11-24 00:00:00.000
121803,1,2025-11-28 00:00:00.000,2025-12-10 00:00:00.000,2025-12-03 00:00:00.000,5,1,SO121803,PO583256751,10-4020-002339,2339,4670,3953,XRQ - TRUCK GROUND,,5830.181,466.4145,39.426,6336.0215,,2A3EB9F6-BEF6-4A5D-9E5A-C2795F062239,2025-11-28 00:00:00.000
121804,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO121804,PO504776100,10-4020-000449,449,3654,6986,OVERNIGHT J-FAST,,274.151,21.9321,34.7303,330.8134,,E9DE48C0-1A68-47B1-9452-7D8AD82DDFC1,2025-11-20 00:00:00.000
121805,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO121805,PO469562023,10-4020-009324,9324,3275,5609,OVERNIGHT J-FAST,,697.846,55.8277,20.8214,774.4951,,18A5AA9D-DBDB-445F-8347-B2FB04031E0C,2025-11-29 00:00:00.000
121806,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO121806,PO321561304,10-4020-000520,520,1274,10504,XRQ - TRUCK GROUND,,1382.07,110.5656,19.9287,1512.5643,,67AC0A47-491A-4BB0-A5EC-1DC61AE78C5C,2025-11-21 00:00:00.000
121807,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO121807,PO771371191,10-4020-005314,5314,3148,5142,XRQ - TRUCK GROUND,,2424.2325,193.9386,10.0792,2628.2503,,859C9D7B-00FD-44A5-8A7C-AE98780FD7B9,2025-11-20 00:00:00.000
121808,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO121808,PO790503363,10-4020-007416,7416,9554,2828,XRQ - TRUCK GROUND,,1219.302,97.5442,33.6345,1350.4807,,694B8CDE-C9D5-4400-A975-FBBAC42F6CF2,2025-11-21 00:00:00.000
121809,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO121809,PO956006547,10-4020-002712,2712,11321,9335,CARGO TRANSPORT 5,,571.8715,45.7497,15.1413,632.7625,,F71460CF-0620-4666-820A-1157F90FB6E8,2025-11-27 00:00:00.000
121810,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO121810,PO100272318,10-4020-007525,7525,10510,11858,XRQ - TRUCK GROUND,,771.69,61.7352,31.6021,865.0273,,37AEDBAF-1181-4E64-878E-D42D92F4AF5F,2025-11-21 00:00:00.000
121811,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO121811,PO284517261,10-4020-006439,6439,4416,4875,XRQ - TRUCK GROUND,,7852.793,628.2234,19.2456,8500.262,,4A7586EB-B4DE-4846-B6CF-6FE267E9CFBB,2025-11-23 00:00:00.000
121812,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO121812,PO561414668,10-4020-000592,592,4533,8330,CARGO TRANSPORT 5,,1223.6465,97.8917,26.1845,1347.7227,,67CDFF42-BF61-4569-B31E-B2F01C21EF6D,2025-11-23 00:00:00.000
121813,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO121813,PO294907847,10-4020-009396,9396,8483,11775,OVERNIGHT J-FAST,,339.12,27.1296,17.0265,383.2761,,FC45618B-4B37-4F83-8343-41A6550DE6F5,2025-11-22 00:00:00.000
121814,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO121814,PO889632398,10-4020-007702,7702,9470,8409,XRQ - TRUCK GROUND,,1271.426,101.7141,25.929,1399.0691,,27E3707E-375C-482A-8035-A2E1BAF8906D,2025-11-27 00:00:00.000
121815,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO121815,PO573915261,10-4020-007816,7816,11017,9310,CARGO TRANSPORT 5,,66.06,5.2848,35.8779,107.2227,,447A47BB-1DDC-4474-800D-E8FD470B012F,2025-11-26 00:00:00.000
121816,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,1,SO121816,PO425680698,10-4020-002632,2632,8816,4313,OVERNIGHT J-FAST,,486.74,38.9392,31.6081,557.2873,,FC4D5F54-EDF7-4FD9-B138-270D14DB481E,2025-11-26 00:00:00.000
121817,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO121817,PO754192871,10-4020-005373,5373,10997,10280,OVERNIGHT J-FAST,,458.789,36.7031,34.3722,529.8643,,CF42C881-6231-4020-B046-FF726FFAD93A,2025-11-27 00:00:00.000
121818,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO121818,PO901212250,10-4020-004917,4917,5528,7494,OVERNIGHT J-FAST,,1122.768,89.8214,14.7942,1227.3836,,5F2554C4-D2BB-403B-B739-5C2CB320D655,2025-11-24 00:00:00.000
121819,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO121819,PO443177125,10-4020-004402,4402,6456,10265,CARGO TRANSPORT 5,,81.605,6.5284,26.0151,114.1485,,A272F217-494D-45E2-A718-BFAE7C023229,2025-11-20 00:00:00.000
121820,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO121820,PO854837968,10-4020-003804,3804,9085,4047,OVERNIGHT J-FAST,,697.464,55.7971,39.949,793.2101,,DCFEEA34-949A-4B85-A3C2-EEE815F07BEF,2025-11-27 00:00:00.000
121821,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO121821,PO706543045,10-4020-007893,7893,5496,6664,CARGO TRANSPORT 5,,1532.642,122.6114,14.8416,1670.095,,CC87DC4F-53F9-4D38-A58A-41D0287C9FF1,2025-11-23 00:00:00.000
121822,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO121822,PO299086982,10-4020-004683,4683,2732,2594,CARGO TRANSPORT 5,,1507.2625,120.581,30.8818,1658.7253,,52F5D391-6753-4FD1-8091-8E4FC0AAC336,2025-11-24 00:00:00.000
121823,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO121823,PO418608902,10-4020-005704,5704,7184,3541,CARGO TRANSPORT 5,,949.041,75.9233,32.9297,1057.894,,816FD29F-05DF-4A3B-8A83-8DDF36B62284,2025-11-29 00:00:00.000
121824,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO121824,PO327313885,10-4020-008124,8124,10090,2776,XRQ - TRUCK GROUND,,534.303,42.7442,37.0876,614.1348,,96BD3BC4-0551-4D28-BC3F-9A980EC04156,2025-11-24 00:00:00.000
121825,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,1,SO121825,PO462988244,10-4020-009477,9477,4550,9458,XRQ - TRUCK GROUND,,4912.127,392.9702,32.4371,5337.5343,,CE79C179-DB71-4D4B-84D3-CB4A2B7FE59E,2025-11-27 00:00:00.000
121826,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO121826,PO357119299,10-4020-003745,3745,10166,10123,CARGO TRANSPORT 5,,1452.071,116.1657,36.1609,1604.3976,,64ADB6B9-EB12-4BD2-9E54-782AF00E1775,2025-11-20 00:00:00.000
121827,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO121827,PO450247027,10-4020-000581,581,5895,3543,XRQ - TRUCK GROUND,,956.9415,76.5553,13.3742,1046.871,,F7BE9159-E929-4B5F-94BE-913FB7860A53,2025-11-27 00:00:00.000
121828,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO121828,PO787534611,10-4020-001542,1542,2322,11705,XRQ - TRUCK GROUND,,63.213,5.057,15.2501,83.5201,,CCFF1994-FFC3-49D0-B5ED-3F8002E25CD3,2025-11-25 00:00:00.000
121829,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO121829,PO643848096,10-4020-006151,6151,1594,7303,CARGO TRANSPORT 5,,348.529,27.8823,29.7112,406.1225,,8BA22EC7-D484-4242-8F37-80F97397BE0D,2025-11-23 00:00:00.000
121830,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,1,SO121830,PO195235749,10-4020-008599,8599,4944,4122,XRQ - TRUCK GROUND,,1395.0245,111.602,26.1667,1532.7932,,094A6C17-E3FC-4310-8EF2-BB3062B35E42,2025-11-26 00:00:00.000
121831,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO121831,PO153009097,10-4020-008610,8610,9576,1159,XRQ - TRUCK GROUND,,3241.854,259.3483,33.8554,3535.0577,,EE605482-5292-475C-9E1F-24BDBC1C45C3,2025-11-29 00:00:00.000
121832,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO121832,PO374161684,10-4020-005718,5718,4017,11265,XRQ - TRUCK GROUND,,16.461,1.3169,30.0839,47.8618,,750930C0-90C0-4252-9ED3-9F8087731F58,2025-11-20 00:00:00.000
121833,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,1,SO121833,PO306667362,10-4020-007305,7305,2068,1189,XRQ - TRUCK GROUND,,5176.451,414.1161,16.3205,5606.8876,,CA662158-2816-4D9D-A260-D84D0CB5B366,2025-11-21 00:00:00.000
121834,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO121834,PO515598938,10-4020-007570,7570,456,9229,CARGO TRANSPORT 5,,2798.233,223.8586,27.9067,3049.9983,,B1772BF8-E294-4D5A-AA2B-4B80A3761BE8,2025-11-26 00:00:00.000
121835,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,0,SO121835,PO909062459,10-4020-006823,6823,4899,7757,CARGO TRANSPORT 5,,511.563,40.925,11.7082,564.1962,,3320924E-99A3-4444-A883-BA03B9C03157,2025-11-24 00:00:00.000
121836,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO121836,PO640498507,10-4020-005746,5746,7997,3965,CARGO TRANSPORT 5,,9472.834,757.8267,32.7179,10263.3786,,9668C1DF-7708-4AB2-8B25-68E48AE4AF39,2025-11-29 00:00:00.000
121837,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO121837,PO477952597,10-4020-004148,4148,2083,8711,XRQ - TRUCK GROUND,,103.491,8.2793,14.9495,126.7198,,039FD0BF-F402-4A2A-85E9-A11943A128F7,2025-11-23 00:00:00.000
121838,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO121838,PO145723700,10-4020-006762,6762,5292,4914,CARGO TRANSPORT 5,,3293.335,263.4668,10.2047,3567.0065,,E2899696-D79F-4CB0-B62F-69E86D7C99AE,2025-11-21 00:00:00.000
121839,1,2025-11-25 00:00:00.000,2025-12-07 00:00:00.000,2025-11-30 00:00:00.000,5,0,SO121839,PO770898655,10-4020-009437,9437,4325,9358,CARGO TRANSPORT 5,,630.411,50.4329,34.8872,715.7311,,E88A2CEF-97E3-42B2-B9B1-7D7D57154DAB,2025-11-25 00:00:00.000
121840,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO121840,PO805697302,10-4020-002567,2567,7765,6561,CARGO TRANSPORT 5,,3562.7265,285.0181,35.458,3883.2026,,AAE5CB43-79A6-4161-99D2-E1717DC8785D,2025-11-22 00:00:00.000
121841,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,1,SO121841,PO971562773,10-4020-008758,8758,5609,5292,CARGO TRANSPORT 5,,2810.538,224.843,37.8851,3073.2661,,6AE914FD-32B9-4EAB-88EB-C7B7DA814E4C,2025-11-26 00:00:00.000
121842,1,2025-11-27 00:00:00.000,2025-12-09 00:00:00.000,2025-12-02 00:00:00.000,5,0,SO121842,PO769171887,10-4020-008939,8939,11768,2531,OVERNIGHT J-FAST,,1405.558,112.4446,13.6962,1531.6988,,8079EF97-8BFF-4B62-8F0B-88956DFF96E7,2025-11-27 00:00:00.000
121843,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO121843,PO912127031,10-4020-002626,2626,7139,5122,OVERNIGHT J-FAST,,2169.297,173.5438,10.4448,2353.2856,,50F1068D-8F38-4C5A-8BC7-0F785DF8777E,2025-11-23 00:00:00.000
121844,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,1,SO121844,PO304800521,10-4020-008151,8151,4142,3690,CARGO TRANSPORT 5,,722.772,57.8218,12.9181,793.5119,,327E42EA-3868-400A-85C4-58C50CF40AE8,2025-11-23 00:00:00.000
121845,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO121845,PO300831148,10-4020-004538,4538,8926,8802,XRQ - TRUCK GROUND,,1055.889,84.4711,32.522,1172.8821,,625D5B4C-6E49-4F5C-8B01-C21A281CA297,2025-11-23 00:00:00.000
121846,1,2025-11-24 00:00:00.000,2025-12-06 00:00:00.000,2025-11-29 00:00:00.000,5,1,SO121846,PO673700624,10-4020-004333,4333,2371,757,CARGO TRANSPORT 5,,1928.665,154.2932,25.2076,2108.1658,,8CE6DAA6-F57D-4616-853A-B47D439C45B3,2025-11-24 00:00:00.000
121847,1,2025-11-23 00:00:00.000,2025-12-05 00:00:00.000,2025-11-28 00:00:00.000,5,0,SO121847,PO757393728,10-4020-002923,2923,3052,5249,OVERNIGHT J-FAST,,176.022,14.0818,36.2744,226.3782,,A75271BC-4047-4480-BB37-66307C15221C,2025-11-23 00:00:00.000
121848,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO121848,PO823588834,10-4020-003468,3468,11812,3517,CARGO TRANSPORT 5,,3157.707,252.6166,37.7402,3448.0638,,0C031331-1B86-4144-8181-13E49BE5180C,2025-11-26 00:00:00.000
121849,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,1,SO121849,PO808868704,10-4020-004450,4450,11339,7817,OVERNIGHT J-FAST,,2364.1695,189.1336,12.2692,2565.5723,,FCB157EE-3DCA-40DF-86FD-5030BB7D4A09,2025-11-20 00:00:00.000
121850,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO121850,PO132118381,10-4020-001013,1013,9233,11703,OVERNIGHT J-FAST,,1565.962,125.277,34.5813,1725.8203,,4F8D01A7-7BB2-4190-AEFF-ED0488F26A05,2025-11-22 00:00:00.000
121851,1,2025-11-26 00:00:00.000,2025-12-08 00:00:00.000,2025-12-01 00:00:00.000,5,0,SO121851,PO146869509,10-4020-007841,7841,10908,6542,XRQ - TRUCK GROUND,,1071.0275,85.6822,32.6165,1189.3262,,9326F0F5-FCD6-4517-B8A5-9A021D1EF9BA,2025-11-26 00:00:00.000
121852,1,2025-11-20 00:00:00.000,2025-12-02 00:00:00.000,2025-11-25 00:00:00.000,5,0,SO121852,PO621895777,10-4020-005037,5037,8929,878,XRQ - TRUCK GROUND,,1284.629,102.7703,14.5772,1401.9765,,477FD4F6-C182-447C-8713-F5D1F143D77B,2025-11-20 00:00:00.000
121853,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO121853,PO294833228,10-4020-002943,2943,10248,2702,XRQ - TRUCK GROUND,,2093.202,167.4562,28.074,2288.7322,,F87D6F68-7307-44C9-B71D-E708005EE5B5,2025-11-21 00:00:00.000
121854,1,2025-11-22 00:00:00.000,2025-12-04 00:00:00.000,2025-11-27 00:00:00.000,5,0,SO121854,PO318605678,10-4020-009883,9883,5866,10848,CARGO TRANSPORT 5,,186.789,14.9431,12.7856,214.5177,,F8F20659-BA91-4279-9F73-4FB713A159F6,2025-11-22 00:00:00.000
121855,1,2025-11-21 00:00:00.000,2025-12-03 00:00:00.000,2025-11-26 00:00:00.000,5,0,SO121855,PO711717333,10-4020-007053,7053,7014,3482,CARGO TRANSPORT 5,,514.4725,41.1578,13.8207,569.451,,0BF84E82-8328-494B-8BD8-54E4B41BE82F,2025-11-21 00:00:00.000
121856,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,1,SO121856,PO283015708,10-4020-001949,1949,8658,2514,XRQ - TRUCK GROUND,,1806.198,144.4958,34.4632,1985.157,,FEF8B677-E49B-4CFF-B70A-F7723060CF7E,2025-11-29 00:00:00.000
121857,1,2025-11-29 00:00:00.000,2025-12-11 00:00:00.000,2025-12-04 00:00:00.000,5,0,SO121857,PO393890915,10-4020-004126,4126,3908,1023,XRQ - TRUCK GROUND,,13711.068,1096.8854,31.2143,14839.1677,,640EAFB7-DF58-4731-A8DF-A2DA6222E7FA,2025-11-29 00:00:00.000
